year,fac_no,name,beg_date,end_date,county_name,type_centrl,patient_days,tot_hc_rev,tot_hc_exp,nonhc_net,inc_tax,ext_item,net_income
2013,206500821,CASA DE MODESTO,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Not-for-Profit,20314,4395769,4533360,310578,0,0,172987
2012,206500821,CASA DE MODESTO,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Not-for-Profit,19102,4107591,4402089,315995,0,0,21497
2011,206500821,CASA DE MODESTO,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Not-for-Profit,20860,4384467,4453067,408289,0,0,339689
2015,206500827,GARDEN CITY HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,35699,14863360,12731376,8179,13500,0,2126663
2014,206500827,GARDEN CITY HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,35506,14669654,12195309,-4641,13390,0,2456314
2013,206500827,GARDEN CITY HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,35957,13518506,12786248,929,12590,0,720597
2012,206500827,GARDEN CITY HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,35537,12530130,11755966,4414,13200,0,765378
2011,206500827,GARDEN CITY HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,36119,12170047,11370742,113,13200,0,786218
2015,206500855,ACACIA PARK NURSING & REHAB CENTER,1/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,29481,6150232,5885598,0,0,0,264634
2014,206500855,ACACIA PARK NURSING & REHAB CENTER,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,27820,5876982,5200435,12153,3280,0,685420
2013,206500855,ACACIA PARK NURSING & REHAB CENTER,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,27964,4986288,5097831,-107826,0,0,-219369
2012,206500855,ACACIA PARK NURSING & REHAB CENTER,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,26811,5306392,5250904,7774,3031,0,60231
2011,206500855,ACACIA PARK NURSING & REHAB CENTER,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,28074,5749039,5582687,-3328,47788,0,115236
2014,206500872,EVERGREEN NURSING & REHABILITATION CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,59061,12880877,13853812,8710,800,0,-965025
2013,206500872,EVERGREEN NURSING & REHABILITATION CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,57698,12577347,13035960,0,0,0,-458613
2012,206500872,EVERGREEN NURSING & REHABILITATION CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,55905,12382231,12235829,0,-4298,0,150700
2011,206500872,EVERGREEN NURSING & REHABILITATION CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,57904,13106590,12708278,0,5098,0,393214
2015,206500997,RIVERBANK NURSING CENTER,7/1/2014 0:00,6/30/2015 0:00,Stanislaus,Investor Owned,30926,5818611,5925631,-10363,-6245,0,-111138
2014,206500997,RIVERBANK NURSING CENTER,7/1/2013 0:00,6/30/2014 0:00,Stanislaus,Investor Owned,29817,5489138,5865364,2351,1054,0,-374929
2013,206500997,RIVERBANK NURSING CENTER,7/1/2012 0:00,6/30/2013 0:00,Stanislaus,Investor Owned,29066,6278258,5712292,0,5260,0,560706
2012,206500997,RIVERBANK NURSING CENTER,7/1/2011 0:00,6/30/2012 0:00,Stanislaus,Investor Owned,31109,6464832,5591021,-2811,22581,0,848419
2011,206500997,RIVERBANK NURSING CENTER,7/1/2010 0:00,6/30/2011 0:00,Stanislaus,Investor Owned,30449,6640898,5494053,-46253,16748,0,1083844
2015,206501094,MODESTO POST ACUTE CENTER,1/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,29574,7592796,7373039,967,12590,0,208134
2014,206501094,MODESTO POST ACUTE CENTER,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,29197,7377901,7322621,-14055,12590,0,28635
2013,206501094,MODESTO POST ACUTE CENTER,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,30367,7913665,8279710,884,0,0,-365161
2012,206501094,MODESTO POST ACUTE CENTER,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,32213,8165427,8156216,674,0,0,9885
2011,206501094,MODESTO POST ACUTE CENTER,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,30997,7538227,7343674,22,0,0,194575
2015,206501354,AVALON CARE CENTER - MODESTO,1/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,16037,3507504,4484110,206,0,0,-976400
2014,206501354,AVALON CARE CENTER - MODESTO,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,21850,4917899,4835326,709,0,0,83282
2013,206501354,AVALON CARE CENTER - MODESTO,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,20809,4541931,4662329,1206,0,0,-119192
2012,206501354,AVALON CARE CENTER - MODESTO,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,22664,4559388,4634531,1240,0,0,-73903
2011,206501354,AVALON CARE CENTER - MODESTO,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,22167,4330375,4561323,361,0,0,-230587
2015,206501355,SAN LUIS CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,22465,5355722,5298485,574,0,0,57811
2014,206501355,SAN LUIS CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,22794,5137603,5088780,1334,0,0,50157
2013,206501355,SAN LUIS CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,23752,5067715,5032036,400,0,0,36079
2012,206501355,SAN LUIS CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,23546,4853268,5028240,4241,0,0,-170731
2011,206501355,SAN LUIS CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,23658,5156514,5219355,4239,0,0,-58602
2015,206501989,BEL-AIR LODGE CONVALESCENT HOSPITAL,7/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,5195,1226961,1148449,0,0,0,78512
2014,206501989,BEL-AIR LODGE CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,10641,2584684,2723508,0,0,0,-138824
2013,206501989,BEL-AIR LODGE CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,10768,2066684,2139090,0,0,0,-72406
2012,206501989,BEL-AIR LODGE CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,10657,2056976,2065409,0,0,0,-8433
2011,206501989,BEL-AIR LODGE CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,10927,2202993,2038252,-2925,0,0,161816
2015,206501990,MAIN WEST POSTACUTE CARE,7/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,16934,3885796,3982306,0,0,0,-96510
2014,206501990,MAIN WEST POSTACUTE CARE,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,33536,7365021,8162461,-1125,0,0,-798565
2013,206501990,MAIN WEST POSTACUTE CARE,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,34288,6323537,6714876,0,0,0,-391339
2012,206501990,MAIN WEST POSTACUTE CARE,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,31993,6105657,5997698,0,0,0,107959
2015,206502207,CRESTWOOD MANOR - MODESTO,1/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,61015,17839003,15522409,468,0,0,2317062
2014,206502207,CRESTWOOD MANOR - MODESTO,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,62385,17335542,14941839,577,0,0,2394280
2013,206502207,CRESTWOOD MANOR - MODESTO,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,61953,15347160,14173906,55,0,0,1173309
2012,206502207,CRESTWOOD MANOR - MODESTO,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,62561,14339575,13420751,440,0,0,919264
2011,206502207,CRESTWOOD MANOR - MODESTO,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,61578,13663908,12751296,261,0,0,912873
2015,206502269,HA LE ALOHA CONVALESCENT HOSPITAL,7/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,7523,1743897,1768937,0,0,0,-25040
2014,206502269,HA LE ALOHA CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,15364,3177458,3324002,87,0,0,-146457
2013,206502269,HA LE ALOHA CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,14840,2723968,2953435,0,0,0,-229467
2012,206502269,HA LE ALOHA CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,14992,3083386,2854141,0,0,0,229245
2011,206502269,HA LE ALOHA CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,15706,3124222,2841316,-605,0,0,282301
2015,206502364,ENGLISH OAKS CONV & REHAB HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,56605,20918862,18994831,0,1127,0,1922904
2014,206502364,ENGLISH OAKS CONV & REHAB HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,59109,21924685,18324189,0,929,0,3599567
2013,206502364,ENGLISH OAKS CONV & REHAB HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,59146,21443202,18373018,0,1347,0,3068837
2012,206502364,ENGLISH OAKS CONV & REHAB HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,59324,21502243,18407799,0,249,0,3094195
2011,206502364,ENGLISH OAKS CONV & REHAB HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,60235,21731044,17852793,0,64,0,3878187
2015,206504002,TURLOCK NURSING & REHABILITATION CTR,1/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,48291,15745377,13272065,1292,0,0,2474604
2014,206504002,TURLOCK NURSING & REHABILITATION CTR,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,49403,14825392,12936241,558,0,0,1889709
2013,206504002,TURLOCK NURSING & REHABILITATION CTR,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,49913,15011145,12693850,207,0,0,2317502
2012,206504002,TURLOCK NURSING & REHABILITATION CTR,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,49634,15394196,12700645,277,0,0,2693828
2011,206504002,TURLOCK NURSING & REHABILITATION CTR,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,50108,15707435,12745012,547,0,0,2962970
2015,206504004,VINTAGE FAIRE NURSING & REHAB CENTER,1/1/2015 0:00,12/31/2015 0:00,Stanislaus,Investor Owned,31745,11408315,10618805,3122,0,0,792632
2014,206504004,VINTAGE FAIRE NURSING & REHAB CENTER,1/1/2014 0:00,12/31/2014 0:00,Stanislaus,Investor Owned,34444,12287411,10804505,2893,0,0,1485799
2013,206504004,VINTAGE FAIRE NURSING & REHAB CENTER,1/1/2013 0:00,12/31/2013 0:00,Stanislaus,Investor Owned,34379,12163298,10474644,2011,0,0,1690665
2012,206504004,VINTAGE FAIRE NURSING & REHAB CENTER,1/1/2012 0:00,12/31/2012 0:00,Stanislaus,Investor Owned,34197,12098265,10690392,-1028,0,0,1406845
2011,206504004,VINTAGE FAIRE NURSING & REHAB CENTER,1/1/2011 0:00,12/31/2011 0:00,Stanislaus,Investor Owned,34051,12698156,10686351,278,0,0,2012083
2015,206504035,COVENANT VILLAGE CARE CENTER,2/1/2014 0:00,1/31/2015 0:00,Stanislaus,Not-for-Profit,17376,5707594,5269109,0,0,0,438485
2014,206504035,COVENANT VILLAGE CARE CENTER,2/1/2013 0:00,1/31/2014 0:00,Stanislaus,Not-for-Profit,17363,5372609,5495211,8500,0,0,-114102
2013,206504035,COVENANT VILLAGE CARE CENTER,2/1/2012 0:00,1/31/2013 0:00,Stanislaus,Not-for-Profit,17250,5150509,5216571,0,0,0,-66062
2012,206504035,COVENANT VILLAGE CARE CENTER,2/1/2011 0:00,1/31/2012 0:00,Stanislaus,Not-for-Profit,17920,4888491,4795884,0,0,0,92607
2011,206504035,COVENANT VILLAGE CARE CENTER,2/1/2010 0:00,1/31/2011 0:00,Stanislaus,Not-for-Profit,18115,5135960,4851011,20023,0,0,304972
2015,206510856,YUBA CITY CARE CENTER,1/1/2015 0:00,12/15/2015 0:00,Sutter,Investor Owned,17995,4739843,4969017,1,35627,0,-264800
2014,206510856,YUBA CITY CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Sutter,Investor Owned,19456,4950389,4848440,5,11083,0,90871
2013,206510856,YUBA CITY CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Sutter,Investor Owned,19223,4900535,4693851,0,0,0,206684
2012,206510856,YUBA CITY CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Sutter,Investor Owned,19316,4982542,4629121,0,18449,0,334972
2011,206510856,YUBA CITY CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Sutter,Investor Owned,19157,5112961,4294625,0,883,0,817453
2015,206511095,YUBA SKILLED NURSING CENTER,1/1/2015 0:00,12/31/2015 0:00,Sutter,Investor Owned,36339,8521190,9542365,0,800,0,-1021975
2014,206511095,YUBA SKILLED NURSING CENTER,1/1/2014 0:00,12/31/2014 0:00,Sutter,Investor Owned,37959,8860402,11104239,1,800,0,-2244636
2013,206511095,YUBA SKILLED NURSING CENTER,1/1/2013 0:00,12/31/2013 0:00,Sutter,Investor Owned,35784,8375952,9236932,1,800,0,-861779
2012,206511095,YUBA SKILLED NURSING CENTER,1/1/2012 0:00,12/31/2012 0:00,Sutter,Investor Owned,35395,8552093,8788473,0,800,0,-237180
2011,206511095,YUBA SKILLED NURSING CENTER,1/1/2011 0:00,8/31/2011 0:00,Sutter,Investor Owned,23006,4977274,5474833,0,0,-16250,-481309
2015,206514003,"FOUNTAINS, THE",7/1/2014 0:00,6/30/2015 0:00,Sutter,Not-for-Profit,48009,13880488,16756674,1107556,0,0,-1768630
2013,206514003,"FOUNTAINS, THE",7/1/2012 0:00,6/30/2013 0:00,Sutter,Not-for-Profit,47920,12953604,14678785,2932079,0,0,1206898
2012,206514003,"FOUNTAINS, THE",7/1/2011 0:00,6/30/2012 0:00,Sutter,Not-for-Profit,47371,12007800,14662043,1081543,0,0,-1572700
2011,206514003,"FOUNTAINS, THE",7/1/2010 0:00,6/30/2011 0:00,Sutter,Not-for-Profit,40921,10930582,11556156,4334632,0,0,3709058
2015,206514008,RIVER VALLEY CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Sutter,Investor Owned,33623,8326495,8164440,0,13500,0,148555
2014,206514008,RIVER VALLEY CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Sutter,Investor Owned,33893,9015988,8450190,0,11790,0,554008
2013,206514008,RIVER VALLEY CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Sutter,Investor Owned,34061,8208633,8309475,0,12590,0,-113432
2012,206514008,RIVER VALLEY CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Sutter,Investor Owned,33207,7278747,7201016,0,13200,0,64531
2011,206514008,RIVER VALLEY CARE CENTER,6/7/2011 0:00,12/31/2011 0:00,Sutter,Investor Owned,17999,4228226,4043274,42,7000,0,177994
2015,206522099,BRENTWOOD SKILLED NRSG & REHAB CTR,7/1/2014 0:00,6/30/2015 0:00,Tehama,Investor Owned,18555,4333725,4148676,-2904,1065,0,181080
2014,206522099,BRENTWOOD SKILLED NRSG & REHAB CTR,7/1/2013 0:00,6/30/2014 0:00,Tehama,Investor Owned,18403,4073045,4056856,5850,-1003,0,23042
2013,206522099,BRENTWOOD SKILLED NRSG & REHAB CTR,7/1/2012 0:00,6/30/2013 0:00,Tehama,Investor Owned,17647,4023072,3859598,-25050,2420,0,136004
2012,206522099,BRENTWOOD SKILLED NRSG & REHAB CTR,7/1/2011 0:00,6/30/2012 0:00,Tehama,Investor Owned,17784,4274698,3791892,-2104,9368,0,471334
2011,206522099,BRENTWOOD SKILLED NRSG & REHAB CTR,7/1/2010 0:00,6/30/2011 0:00,Tehama,Investor Owned,17962,4160894,3643199,-23318,6485,0,487892
2015,206522221,RED BLUFF HEALTH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Tehama,Investor Owned,17217,4060189,4026200,723,594,0,34118
2014,206522221,RED BLUFF HEALTH CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Tehama,Investor Owned,18050,4469112,4072022,684,5965,0,391809
2013,206522221,RED BLUFF HEALTH CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Tehama,Investor Owned,18153,4431637,3943358,798,7224,0,481853
2012,206522221,RED BLUFF HEALTH CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Tehama,Investor Owned,18358,4359889,3915090,3427,6723,0,441503
2011,206522221,RED BLUFF HEALTH CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Tehama,Investor Owned,17540,4265548,3969031,0,4744,0,291773
2015,206540075,WESTGATE GARDENS CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Tulare,Investor Owned,49561,13330554,11730464,0,13390,0,1586700
2014,206540075,WESTGATE GARDENS CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Tulare,Investor Owned,49833,13210476,11395669,0,11792,0,1803015
2013,206540075,WESTGATE GARDENS CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Tulare,Investor Owned,49283,12221202,11420596,0,12590,0,788016
2012,206540075,WESTGATE GARDENS CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Tulare,Investor Owned,49654,11065564,10924607,0,13200,0,127757
2011,206540075,WESTGATE GARDENS CARE CENTER,6/7/2011 0:00,12/31/2011 0:00,Tulare,Investor Owned,22656,5063454,5386217,74,7000,0,-329689
2015,206540707,DELTA NURSING & REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Tulare,Investor Owned,13809,3979546,3770223,312,3993,0,205642
2014,206540707,DELTA NURSING & REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Tulare,Investor Owned,14651,3668692,3581550,113,-7027,0,94282
2013,206540707,DELTA NURSING & REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Tulare,Investor Owned,14648,3384658,3346361,187,-1063,0,39547
2012,206540707,DELTA NURSING & REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Tulare,Investor Owned,15127,3411964,3324244,-1664,1395,0,84661
2011,206540707,DELTA NURSING & REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Tulare,Investor Owned,15192,3213575,3169699,-37013,3599,0,3264
2015,206540709,DINUBA HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Tulare,Investor Owned,32614,6947414,6433383,844,17790,0,497085
2014,206540709,DINUBA HEALTHCARE,10/1/2013 0:00,9/30/2014 0:00,Tulare,Investor Owned,32559,6255342,6693657,-519,-458839,0,20005
2013,206540709,DINUBA HEALTHCARE,10/1/2012 0:00,9/30/2013 0:00,Tulare,Investor Owned,31076,6044810,6070508,71565,-1062,0,46929
2012,206540709,DINUBA HEALTHCARE,10/1/2011 0:00,9/30/2012 0:00,Tulare,Investor Owned,30860,5863434,6207864,0,2230,0,-346660
2011,206540709,DINUBA HEALTHCARE,10/1/2010 0:00,9/30/2011 0:00,Tulare,Investor Owned,31491,6145230,5916556,795,3567,0,225902
2015,206540723,SIERRA VALLEY REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Tulare,Investor Owned,46379,10942888,10489888,1076,0,0,454076
2014,206540723,SIERRA VALLEY REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Tulare,Investor Owned,45264,10438853,9933352,7645,0,0,513146
2013,206540723,SIERRA VALLEY REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Tulare,Investor Owned,45276,10382346,9520573,20466,0,0,882239
2012,206540723,SIERRA VALLEY REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Tulare,Investor Owned,38674,9445431,8909698,8340,0,0,544073
2011,206540723,SIERRA VALLEY REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Tulare,Investor Owned,42845,10255244,9397446,188,2808,0,855178
2015,206540762,MERRITT MANOR CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Tulare,Investor Owned,34289,6131316,6386463,83342,800,0,-172605
2014,206540762,MERRITT MANOR CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Tulare,Investor Owned,34216,6127994,6287752,113,800,0,-160445
2013,206540762,MERRITT MANOR CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Tulare,Investor Owned,33060,5964744,5997090,2581,800,0,-30565
2012,206540762,MERRITT MANOR CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Tulare,Investor Owned,32427,5432280,5502064,830,800,0,-69754
2011,206540762,MERRITT MANOR CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Tulare,Investor Owned,27770,4807195,4859750,8184,800,0,-45171
2015,206540809,TULARE NURSING & REHABILITATION CTR,1/1/2015 0:00,12/31/2015 0:00,Tulare,Investor Owned,30919,7191476,6999597,-8026,800,0,183053
2014,206540809,TULARE NURSING & REHABILITATION CTR,1/1/2014 0:00,12/31/2014 0:00,Tulare,Investor Owned,29279,6478705,6444361,4744,1706,0,37382
2013,206540809,TULARE NURSING & REHABILITATION CTR,1/1/2013 0:00,12/31/2013 0:00,Tulare,Investor Owned,30010,6539992,6482257,5471,1910,0,61296
2012,206540809,TULARE NURSING & REHABILITATION CTR,1/1/2012 0:00,12/31/2012 0:00,Tulare,Investor Owned,32426,7357145,6991287,-13411,1655,0,350792
2011,206540809,TULARE NURSING & REHABILITATION CTR,1/1/2011 0:00,12/31/2011 0:00,Tulare,Investor Owned,32431,6626814,6340815,-12906,1364,0,271729
2015,206540823,PROVIDENCE VALLEY CARE CENTER,3/20/2015 0:00,12/31/2015 0:00,Tulare,Investor Owned,17015,4563435,4514880,0,6800,0,41755
2014,206540823,PROVIDENCE VALLEY CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Tulare,Investor Owned,21202,4049500,4153366,26910,0,0,-76956
2013,206540823,PROVIDENCE VALLEY CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Tulare,Investor Owned,20625,3953925,4128478,1618,0,0,-172935
2012,206540823,PROVIDENCE VALLEY CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Tulare,Investor Owned,20930,4047185,4034079,26,4596,0,8536
2011,206540823,PROVIDENCE VALLEY CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Tulare,Investor Owned,17733,3789652,3790694,217,-334,0,-491
2015,206540828,REDWOOD SPRINGS HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Tulare,Investor Owned,57834,13393441,12539155,-937,13390,0,839959
2014,206540828,REDWOOD SPRINGS HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Tulare,Investor Owned,59397,13438748,12630518,834,11790,0,797274
2013,206540828,REDWOOD SPRINGS HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Tulare,Investor Owned,59662,13666922,13915812,2009,12590,0,-259471
2012,206540828,REDWOOD SPRINGS HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Tulare,Investor Owned,58864,13230657,12830453,273,13200,0,387277
2011,206540828,REDWOOD SPRINGS HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Tulare,Investor Owned,59595,14026376,13355992,798,13200,0,657982
2015,206541695,KAWEAH MANOR CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Tulare,Investor Owned,31783,6082461,6547841,77490,800,0,-388690
2014,206541695,KAWEAH MANOR CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Tulare,Investor Owned,32732,6250589,6614798,425,800,0,-364584
2013,206541695,KAWEAH MANOR CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Tulare,Investor Owned,32202,6209850,6469388,-18169,800,-5,-278502
2012,206541695,KAWEAH MANOR CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Tulare,Investor Owned,32788,6151270,6173327,-5904,800,0,-28761
2011,206541695,KAWEAH MANOR CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Tulare,Investor Owned,32375,6417781,6392487,7867,800,0,32361
2015,206541740,PROVIDENCE SUN VILLA,1/1/2015 0:00,12/31/2015 0:00,Tulare,Investor Owned,33779,6672548,6514478,0,12590,0,145480
2014,206541740,PROVIDENCE SUN VILLA,1/1/2014 0:00,12/31/2014 0:00,Tulare,Investor Owned,32197,5533353,5702295,-44975,-1346,0,-212571
2013,206541740,PROVIDENCE SUN VILLA,1/1/2013 0:00,12/31/2013 0:00,Tulare,Investor Owned,31644,5510603,5628750,5696,800,0,-113251
2012,206541740,PROVIDENCE SUN VILLA,1/1/2012 0:00,12/31/2012 0:00,Tulare,Investor Owned,33912,6227403,6221489,14379,10818,0,9475
2011,206541740,PROVIDENCE SUN VILLA,1/1/2011 0:00,12/31/2011 0:00,Tulare,Investor Owned,31670,6011708,5642898,4180,147839,0,225151
2015,206542063,LINWOOD MEADOWS CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Tulare,Investor Owned,31859,9133910,8397243,371,13390,0,723648
2014,206542063,LINWOOD MEADOWS CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Tulare,Investor Owned,33656,8959829,8216818,1633,11790,0,732854
2013,206542063,LINWOOD MEADOWS CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Tulare,Investor Owned,31982,8679247,8344428,272,12590,0,322501
2012,206542063,LINWOOD MEADOWS CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Tulare,Investor Owned,33547,8685145,8412523,1169,13200,0,260591
